Date,HINDUNILVR.NS,NESTLEIND.NS,BRITANNIA.NS,DABUR.NS,GODREJCP.NS,MARICO.NS,COLPAL.NS,EMAMILTD.NS,PGHH.NS,VBL.NS,JUBLFOOD.NS,UBL.NS,MCDOWELL-N.NS,RADICO.NS,BAJAJCON.NS,GILLETTE.NS,TATACONSUM.NS,ITC.NS,DMART.NS,FCONSUMER.NS
2022-06-30,2160.730712890625,1705.7952880859375,3364.179443359375,484.4740295410156,745.4589233398438,465.0424499511719,1431.029052734375,405.5434875488281,13104.896484375,392.1712341308594,508.8439025878906,1429.317626953125,,866.4069213867188,130.02810668945312,4861.05517578125,693.9712524414062,259.13531494140625,3406.10009765625,1.899999976158142
2022-07-01,2210.85986328125,1737.5335693359375,3478.6513671875,499.4199523925781,769.0266723632812,477.98468017578125,1458.50732421875,411.3335266113281,13129.3046875,393.8827209472656,537.8497314453125,1471.327392578125,,867.4992065429688,128.99427795410156,4899.1806640625,706.93994140625,269.4154357910156,3388.75,1.9500000476837158
2022-07-04,2300.80126953125,1757.012939453125,3591.32763671875,512.8518676757812,799.9747314453125,486.06134033203125,1464.4744873046875,420.2115783691406,13445.8232421875,389.9637145996094,544.6541748046875,1520.5684814453125,,883.387451171875,133.2705841064453,4879.630859375,717.354248046875,276.56890869140625,3495.5,1.9500000476837158
2022-07-05,2326.27734375,1756.08056640625,3548.770751953125,518.4198608398438,818.9666137695312,479.0063781738281,1472.607177734375,421.22479248046875,13529.779296875,394.5523986816406,551.4088745117188,1543.1474609375,,887.4588623046875,132.65966796875,4888.919921875,716.2734375,271.8315124511719,3639.050048828125,1.9500000476837158
2022-07-06,2420.14208984375,1795.4932861328125,3717.833984375,530.386474609375,865.9053955078125,485.4288635253906,1510.2393798828125,447.1834411621094,13798.3134765625,407.2767333984375,559.206787109375,1590.863525390625,,885.0756225585938,133.69351196289062,4956.12744140625,736.8072509765625,274.1054382324219,3792.0,1.9500000476837158
2022-07-07,2395.4892578125,1777.5567626953125,3697.889892578125,530.9725952148438,841.5504150390625,485.5748291015625,1511.057373046875,453.9867248535156,13991.2744140625,410.35235595703125,567.0045166015625,1598.3406982421875,,896.2470092773438,136.09011840820312,4957.39208984375,741.621337890625,276.61627197265625,3850.949951171875,1.9500000476837158
2022-07-08,2418.640869140625,1798.4715576171875,3704.39208984375,531.314453125,836.6793823242188,490.1969909667969,1507.881103515625,448.67919921875,13973.5810546875,420.9435119628906,572.5790405273438,1592.5853271484375,,879.36572265625,134.9623260498047,4908.12890625,748.0565795898438,277.6584777832031,3941.699951171875,1.899999976158142
2022-07-11,2412.586669921875,1805.330810546875,3683.4775390625,532.77978515625,845.289794921875,493.9920349121094,1502.8282470703125,455.7237854003906,13767.4365234375,424.2672424316406,579.2982788085938,1589.928955078125,,908.212890625,138.3927764892578,5007.529296875,752.4777221679688,279.506103515625,3986.85009765625,1.9500000476837158
2022-07-12,2372.822509765625,1769.7650146484375,3615.638916015625,530.8748779296875,842.7803955078125,486.5478515625,1479.2962646484375,454.1315002441406,13728.2275390625,423.3742980957031,575.5653686523438,1594.06103515625,,899.6729736328125,144.97171020507812,5017.35302734375,743.1932983398438,277.326904296875,3878.39990234375,2.0
2022-07-13,2419.512451171875,1781.92138671875,3616.124267578125,532.68212890625,858.57421875,488.7373352050781,1503.02099609375,452.7322082519531,13826.986328125,433.9158935546875,579.0494384765625,1588.3055419921875,,898.6302490234375,155.0750732421875,4957.43994140625,749.1863403320312,278.6059875488281,3883.35009765625,1.9500000476837158
2022-07-14,2419.56103515625,1793.01806640625,3662.854248046875,536.5407104492188,861.3787841796875,493.6514587402344,1506.630126953125,454.46923828125,13574.134765625,414.12249755859375,557.0999145507812,1622.3955078125,,892.62255859375,153.9942626953125,4902.0986328125,752.4285278320312,275.5740661621094,3924.85009765625,1.9500000476837158
