Date,RELIANCE.NS,BHARTIARTL.NS,ZEEL.NS,SUNTV.NS,DISHTV.NS,HATHWAY.NS,TV18BRDCST.NS,NETWORK18.NS,DEN.NS,SITINET.NS,INOXLEISUR.NS,EROSMEDIA.NS,UFO.NS,JAGRAN.NS,DBCORP.NS,RADIOCITY.NS,ENIL.NS,NEXTMEDIA.NS,TVTODAY.NS
2020-09-02,1937.6929931640625,532.5845336914062,212.4092254638672,432.11737060546875,10.949999809265137,34.849998474121094,32.29999923706055,37.599998474121094,79.30000305175781,1.850000023841858,289.45001220703125,23.049999237060547,79.19999694824219,37.60029220581055,63.46470260620117,19.299999237060547,159.70916748046875,5.599999904632568,175.60450744628906
2020-09-03,1923.0341796875,520.444091796875,214.4539794921875,430.1785583496094,11.449999809265137,36.5,30.799999237060547,36.650001525878906,77.8499984741211,1.899999976158142,296.75,23.200000762939453,80.3499984741211,38.07147216796875,63.26128005981445,20.100000381469727,157.85435485839844,5.699999809265137,174.31666564941406
2020-09-04,1891.3038330078125,506.07861328125,214.6000213623047,429.6826477050781,12.0,35.75,30.200000762939453,36.45000076293945,76.4000015258789,1.850000023841858,289.95001220703125,22.700000762939453,79.9000015258789,37.31757736206055,63.383331298828125,19.200000762939453,152.9732666015625,5.449999809265137,176.55148315429688
2020-09-07,1896.220458984375,498.6299133300781,218.0565948486328,434.05609130859375,12.600000381469727,34.25,30.200000762939453,35.75,76.0,1.7999999523162842,287.6499938964844,21.950000762939453,80.0,37.55316925048828,62.65105056762695,19.0,153.16851806640625,5.5,184.96047973632812
2020-09-08,1918.4818115234375,481.8460998535156,208.12503051757812,427.6987609863281,13.199999809265137,33.099998474121094,29.75,35.599998474121094,74.19999694824219,1.850000023841858,283.20001220703125,21.100000381469727,80.0999984741211,36.61080551147461,62.447635650634766,18.5,147.70172119140625,5.5,177.04388427734375
2020-09-09,1967.8756103515625,487.79541015625,215.7197723388672,418.8165588378906,13.850000381469727,31.899999618530273,29.549999237060547,34.75,70.6500015258789,1.899999976158142,283.8999938964844,20.299999237060547,78.5,36.04539108276367,61.02375411987305,18.350000381469727,143.69918823242188,5.5,181.13478088378906
2020-09-10,2106.86083984375,481.12054443359375,217.572265625,433.3346862792969,13.649999618530273,33.45000076293945,30.799999237060547,36.45000076293945,74.05000305175781,1.850000023841858,291.1000061035156,21.299999237060547,78.30000305175781,36.657928466796875,60.98306655883789,18.799999237060547,149.3124542236328,5.25,176.02117919921875
2020-09-11,2112.09619140625,475.6065979003906,212.64849853515625,439.0608215332031,14.300000190734863,33.900001525878906,30.5,35.79999923706055,73.5,1.7999999523162842,289.04998779296875,22.200000762939453,77.19999694824219,36.46945571899414,60.94239044189453,18.799999237060547,150.82559204101562,5.25,173.74847412109375
2020-09-14,2096.436279296875,458.6292419433594,210.79598999023438,450.2875671386719,15.0,34.0,31.299999237060547,35.900001525878906,76.25,1.75,293.1000061035156,22.399999618530273,77.75,37.31757736206055,63.42401885986328,18.899999618530273,157.6103057861328,5.25,173.5211944580078
2020-09-15,2111.27685546875,469.70562744140625,212.01473999023438,447.1314697265625,15.449999809265137,33.54999923706055,31.5,35.79999923706055,74.5999984741211,1.7000000476837158,292.20001220703125,22.450000762939453,77.30000305175781,36.46945571899414,63.91221618652344,19.0,158.2979278564453,5.25,170.8318328857422
2020-09-16,2116.466552734375,466.02960205078125,210.45474243164062,431.9820556640625,14.699999809265137,33.599998474121094,30.700000762939453,35.400001525878906,75.19999694824219,1.75,293.75,22.399999618530273,77.94999694824219,36.61080551147461,65.13268280029297,19.0,155.35101318359375,5.5,169.6954803466797
2020-09-17,2092.976318359375,463.3693542480469,215.57351684570312,427.47332763671875,14.0,32.900001525878906,32.099998474121094,36.95000076293945,74.80000305175781,1.7999999523162842,294.20001220703125,21.850000381469727,77.6500015258789,36.139625549316406,64.2783432006836,18.549999237060547,159.8204803466797,5.25,167.91517639160156
2020-09-18,2099.303955078125,478.41192626953125,214.7935028076172,436.8966369628906,14.699999809265137,32.75,32.20000076293945,36.79999923706055,74.5999984741211,1.850000023841858,286.04998779296875,21.600000381469727,76.80000305175781,36.092506408691406,62.77309036254883,19.299999237060547,160.2134246826172,5.25,169.20306396484375
2020-09-21,2053.91650390625,452.4864501953125,205.43345642089844,427.9693298339844,14.0,31.200000762939453,30.0,35.0,71.55000305175781,1.7999999523162842,275.95001220703125,21.0,72.0,35.38573455810547,62.65105056762695,19.100000381469727,153.63197326660156,5.199999809265137,163.71067810058594
2020-09-22,2013.2176513671875,455.58203125,192.17340087890625,432.74859619140625,13.300000190734863,30.5,29.600000381469727,33.25,68.9000015258789,1.75,270.20001220703125,20.5,72.69999694824219,34.77320098876953,63.22059631347656,18.700000762939453,149.35897827148438,5.199999809265137,150.52899169921875
2020-09-23,2031.1085205078125,419.6443176269531,187.00587463378906,415.43505859375,12.649999618530273,29.75,29.350000381469727,32.45000076293945,70.0,1.7000000476837158,266.25,20.450000762939453,72.30000305175781,34.4433708190918,62.1628532409668,18.799999237060547,155.2036590576172,5.199999809265137,149.08961486816406
2020-09-24,1985.94873046875,405.6174621582031,185.59213256835938,399.20355224609375,12.050000190734863,28.399999618530273,28.350000381469727,31.850000381469727,66.5999984741211,1.649999976158142,249.60000610351562,20.25,70.80000305175781,34.30202102661133,60.65761184692383,18.399999618530273,147.44349670410156,5.199999809265137,147.95323181152344
2020-09-25,2004.6136474609375,425.30340576171875,193.24591064453125,413.0002746582031,12.649999618530273,29.700000762939453,28.850000381469727,32.900001525878906,67.69999694824219,1.7000000476837158,254.64999389648438,20.25,72.80000305175781,35.10302734375,62.284912109375,18.899999618530273,150.83242797851562,4.949999809265137,152.5365447998047
2020-09-28,2017.861083984375,429.1728820800781,203.53219604492188,421.7021484375,13.25,31.149999618530273,28.950000762939453,33.099998474121094,71.05000305175781,1.649999976158142,270.1499938964844,20.899999618530273,75.69999694824219,34.961669921875,63.09855651855469,18.799999237060547,153.6811065673828,4.949999809265137,153.10472106933594
2020-09-29,2044.0831298828125,421.38555908203125,202.60595703125,424.6328125,13.899999618530273,30.700000762939453,28.75,32.849998474121094,70.1500015258789,1.600000023841858,266.95001220703125,21.049999237060547,75.0999984741211,35.008792877197266,63.09855651855469,18.649999618530273,148.0819854736328,4.75,150.52899169921875
2020-09-30,2034.3409423828125,407.213623046875,203.67845153808594,419.8986511230469,13.550000190734863,29.850000381469727,28.600000381469727,33.04999923706055,71.69999694824219,1.5499999523162842,270.5,20.649999618530273,75.05000305175781,35.10302734375,63.42401885986328,18.600000381469727,149.4571990966797,4.550000190734863,146.7411346435547
2020-10-01,2026.0555419921875,418.24163818359375,208.65098571777344,420.439697265625,14.050000190734863,29.850000381469727,28.700000762939453,33.54999923706055,72.0999984741211,1.5,286.95001220703125,21.549999237060547,80.4000015258789,35.008792877197266,64.7258529663086,18.549999237060547,152.5514678955078,4.349999904632568,149.4683837890625
2020-10-05,2014.1737060546875,410.59942626953125,202.99595642089844,415.2095642089844,13.800000190734863,31.100000381469727,31.399999618530273,35.20000076293945,75.3499984741211,1.4500000476837158,287.95001220703125,21.299999237060547,78.25,35.055908203125,64.76653289794922,18.399999618530273,149.60455322265625,4.150000095367432,153.6728973388672
2020-10-06,2012.4892578125,412.8243713378906,211.47848510742188,421.16107177734375,14.149999618530273,32.29999923706055,32.29999923706055,36.95000076293945,79.0999984741211,1.399999976158142,282.8500061035156,21.25,76.75,35.10302734375,64.23766326904297,18.700000762939453,148.37667846679688,3.950000047683716,150.90777587890625
